PUF_ID,sample,fpl,FWBscore,FSscore,SUBKNOWL1,FINGOALS,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,KHscore,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,ON2correct,ON1correct,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,LIFEEXPECT,HHEDUC,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,RETIRE,MILITARY,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt,SWB,ACT,PROPPLAN,MANAGE,MATHARDSHIP,FINSOC,MATERIALISM,SELFCONTROL,OUTLOOK
10127,1,3,62.0,57.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,6.0,3.0,4.0,3,0.242,1.0,1.0,2.0,5.0,0,4.0,1.0,7.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,4.0,1,1,90.0,5.0,4.0,1,0.0,3.0,1,1,0,0,0,0,0,1,0,0,6.0,4.0,1.0,95.0,5.0,0,0,0,0,0,0,0,1,2.0,0.0,6,2,4,1,1,2,8,1,0,4,8,0,0,0,0,2,0.0,0.745163109450516,6.0,4.0,4.0,5.0,1.0,7.0,3.0,3.0,4.0
7852,1,2,50.0,49.0,5.0,1.0,5.0,6.0,7.0,7.0,3.0,4.0,2.0,4.0,5.0,3.0,2,-0.909,1.0,3.0,3.0,4.0,0,0.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,1.0,3.0,1,1,80.0,4.0,1.0,0,0.0,4.0,0,0,1,0,1,0,1,1,0,0,5.0,3.0,0.0,70.0,3.0,0,0,0,0,1,0,0,0,4.0,0.0,1,4,3,1,1,4,3,4,1,3,7,0,0,0,1,3,1.0,1.29257634075048,6.0,4.0,4.0,4.0,1.0,6.0,3.0,3.0,4.0
7376,1,3,40.0,30.0,1.0,0.0,1.0,6.0,7.0,7.0,1.0,1.0,6.0,6.0,6.0,3.0,3,-0.57,2.0,3.0,3.0,1.0,0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,5.0,1,1,100.0,4.0,5.0,0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,1.0,3.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,4.0,0.0,2,4,4,1,0,3,9,4,1,4,9,0,0,0,0,3,0.0,1.14093362145229,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0
8304,1,3,61.0,71.0,7.0,1.0,6.0,6.0,1.0,0.0,5.0,2.0,6.0,6.0,1.0,4.0,3,0.712,1.0,1.0,2.0,7.0,0,4.0,3.0,7.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,1.0,4.0,1,1,75.0,3.0,5.0,1,0.0,4.0,0,0,0,0,0,0,1,0,0,0,7.0,4.0,0.0,80.0,5.0,1,1,0,0,0,0,0,0,4.0,0.0,2,4,5,1,0,3,9,1,1,3,5,1,0,0,0,2,0.0,0.810600275696189,6.0,4.0,5.0,5.0,1.0,6.0,3.0,3.0,5.0
11726,1,1,69.0,48.0,4.0,0.0,5.0,5.0,7.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3,-1.215,1.0,2.0,2.0,1.0,0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,1.0,1.0,0,0,100.0,3.0,4.0,1,0.0,3.0,0,1,0,0,0,0,0,0,0,0,6.0,4.0,0.0,100.0,1.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,1,4,0,5,2,5,1,3,5,1,1,1,1,3,0.0,4.28398465368331,7.0,3.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0
11221,1,1,37.0,32.0,4.0,1.0,2.0,5.0,7.0,7.0,4.0,3.0,4.0,1.0,5.0,3.0,1,-0.909,2.0,3.0,4.0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,2.0,0,1,50.0,4.0,1.0,0,0.0,5.0,1,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,50.0,2.0,0,0,0,0,0,0,1,0,4.0,0.0,1,4,2,1,0,5,1,4,1,4,9,0,0,1,0,3,0.0,1.02519171409611,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
8121,1,3,52.0,40.0,5.0,1.0,2.0,5.0,7.0,7.0,4.0,3.0,1.0,3.0,3.0,3.0,2,-1.215,1.0,2.0,2.0,4.0,0,0.0,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,3.0,0,1,80.0,3.0,2.0,1,0.0,4.0,0,1,0,0,0,0,0,0,0,0,5.0,4.0,0.0,70.0,3.0,0,1,0,0,1,0,0,0,4.0,0.0,1,4,3,1,1,2,3,1,1,3,7,0,0,0,0,2,0.0,1.04518051687367,5.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0
8122,1,3,69.0,50.0,7.0,0.0,5.0,6.0,0.0,0.0,5.0,3.0,2.0,6.0,2.0,3.0,2,0.712,1.0,1.0,2.0,1.0,0,4.0,1.0,7.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,1.0,5.0,1,1,95.0,3.0,5.0,1,0.0,4.0,0,1,0,0,0,0,0,1,0,0,6.0,4.0,1.0,80.0,5.0,1,0,0,0,0,0,0,1,1.0,0.0,7,1,5,1,0,2,9,1,1,1,1,0,0,0,0,2,0.0,0.49505346992289,7.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0
12990,2,2,67.0,79.0,7.0,1.0,4.0,6.0,0.0,0.0,3.0,3.0,1.0,6.0,5.0,4.0,1,-0.57,1.0,1.0,1.0,1.0,0,1.0,1.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,3.0,0,1,0.0,2.0,2.0,0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,0.0,76.0,3.0,0,0,0,0,0,0,0,1,2.0,0.0,6,2,2,2,1,1,2,3,1,3,5,0,0,0,0,1,0.0,0.86699943390379,7.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,3.0
10548,1,3,40.0,38.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,3.0,2,-0.188,2.0,1.0,2.0,6.0,0,4.0,3.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,3.0,0,1,100.0,4.0,2.0,1,1.0,5.0,0,0,0,0,1,0,0,0,0,0,5.0,4.0,0.0,80.0,3.0,0,1,0,0,0,0,0,0,4.0,1.0,3,3,3,1,1,2,8,1,1,4,8,0,0,0,0,2,0.0,1.30150653538086,2.0,4.0,3.0,4.0,1.0,6.0,2.0,2.0,3.0
13389,1,3,51.0,41.0,5.0,1.0,4.0,5.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,2,-1.215,2.0,1.0,3.0,5.0,0,4.0,2.0,6.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,4.0,0,1,88.0,2.0,3.0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,5.0,3.0,0.0,50.0,4.0,0,1,0,0,0,0,0,0,4.0,1.0,4,3,4,3,0,5,6,1,1,4,9,0,0,0,1,4,0.0,1.1633208868472,4.0,3.0,3.0,4.0,2.0,0.0,2.0,2.0,4.0
10351,2,3,61.0,54.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,3,1.267,1.0,1.0,2.0,6.0,0,4.0,2.0,6.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,1.0,3.0,1,1,100.0,3.0,5.0,0,0.0,3.0,0,1,0,0,0,0,1,1,0,0,5.0,3.0,1.0,75.0,5.0,0,0,0,0,0,0,0,1,1.0,0.0,6,2,5,3,0,1,8,5,1,4,9,0,0,0,0,1,0.0,0.450493754246585,5.0,4.0,4.0,5.0,1.0,7.0,2.0,3.0,4.0
13255,1,3,37.0,49.0,4.0,1.0,1.0,6.0,7.0,0.0,5.0,5.0,3.0,3.0,2.0,2.0,3,1.267,3.0,2.0,2.0,5.0,0,0.0,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,1.0,5.0,1,1,80.0,3.0,3.0,1,0.0,4.0,1,1,1,0,1,0,0,0,0,0,1.0,4.0,0.0,50.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,3,1,1,2,4,5,1,1,2,0,0,0,0,2,0.0,1.04433916723361,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0
7853,1,3,47.0,75.0,4.0,1.0,6.0,6.0,0.0,1.0,5.0,3.0,4.0,3.0,1.0,4.0,2,-1.9,1.0,2.0,1.0,4.0,1,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.0,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,1.0,3.0,0,0,10.0,5.0,2.0,1,0.0,1.0,0,0,0,0,1,0,0,0,0,0,6.0,3.0,0.0,10.0,3.0,0,0,0,0,0,1,0,0,4.0,0.0,3,3,3,2,1,1,8,4,0,2,4,0,0,0,0,1,1.0,1.57280372533545,7.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0
12675,1,3,64.0,68.0,6.0,1.0,4.0,6.0,0.0,1.0,5.0,3.0,6.0,6.0,5.0,4.0,3,0.712,1.0,2.0,2.0,5.0,0,0.0,0.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,2.0,1.0,1,1,80.0,3.0,3.0,1,0.0,3.0,0,1,1,0,0,0,0,0,0,0,2.0,3.0,1.0,1.0,4.0,1,0,0,0,0,0,0,1,2.0,0.0,8,1,4,4,0,5,7,1,1,3,7,0,0,0,1,4,1.0,0.369339629236367,7.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,4.0
11353,1,3,80.0,51.0,6.0,0.0,5.0,5.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,3,1.267,1.0,1.0,4.0,1.0,0,4.0,1.0,7.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,5.0,1,0,100.0,3.0,4.0,1,1.0,2.0,0,1,0,0,0,0,1,1,0,0,6.0,4.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,3.0,0.0,8,1,2,1,0,1,8,1,1,3,6,0,0,0,0,1,1.0,0.389242114325975,6.0,4.0,2.0,4.0,1.0,2.0,5.0,3.0,3.0
9433,1,3,63.0,50.0,5.0,1.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,5.0,3.0,2,-0.188,1.0,2.0,2.0,5.0,0,0.0,0.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,3.0,1,1,90.0,3.0,3.0,1,0.0,3.0,0,1,0,1,0,0,0,0,0,0,6.0,3.0,0.0,75.0,3.0,0,1,0,0,0,0,0,0,4.0,1.0,4,2,3,2,0,2,7,1,1,2,3,0,0,0,0,2,0.0,0.828111178683571,6.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0
12518,1,3,52.0,61.0,5.0,1.0,4.0,6.0,0.0,0.0,3.0,2.0,3.0,4.0,5.0,3.0,3,0.242,1.0,1.0,2.0,5.0,0,3.0,2.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.0,1.0,5.0,1,1,80.0,4.0,2.0,0,0.0,3.0,0,1,0,0,0,0,1,1,0,0,6.0,3.0,0.0,99.0,2.0,0,1,0,0,0,0,0,0,4.0,1.0,5,2,2,1,1,2,6,1,1,4,9,0,0,0,0,2,1.0,1.08934450393574,5.0,4.0,4.0,4.0,1.0,6.0,2.0,2.0,3.0
