,PUF_ID,fpl,FWBscore,FSscore,SUBKNOWL1,SAVEHABIT,FRUGALITY,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,KHscore,ENDSMEET,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,PAIDHELP,PAREDUC,ON2correct,ON1correct,CONNECT,HEALTH,SCFHORIZON,MEMLOSS,DISTRESS,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,LIFEEXPECT,HHEDUC,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,MILITARY,agecat,PPEDUC,PPHHSIZE,PPINCIMP,PPMSACAT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt,sample_2,sample_3,FINGOALS_1.0,AUTOMATED_1_1.0,AUTOMATED_1_7.0,AUTOMATED_2_1.0,AUTOMATED_2_7.0,HOUSING_2.0,HOUSING_3.0,LIVINGARRANGEMENT_2.0,LIVINGARRANGEMENT_3.0,LIVINGARRANGEMENT_4.0,LIVINGARRANGEMENT_5.0,VOLATILITY_2.0,VOLATILITY_3.0,SNAP_1.0,SNAP_8.0,FRAUD2_1.0,FRAUD2_8.0,COVERCOSTS_2.0,COVERCOSTS_3.0,COVERCOSTS_4.0,MANAGE2_2.0,MANAGE2_3.0,HSLOC_2.0,DISCOUNT_2.0,RETIRE_2.0,RETIRE_3.0,RETIRE_4.0,generation_2,generation_3,generation_4,PPETHM_2,PPETHM_3,PPETHM_4,PPGENDER_2,PPMARIT_2,PPMARIT_3,PPMARIT_4,PPMARIT_5,PPREG4_2,PPREG4_3,PPREG4_4,PPREG9_2,PPREG9_3,PPREG9_4,PPREG9_5,PPREG9_6,PPREG9_7,PPREG9_8,PPREG9_9,SWB,ACT,PROPPLAN,MANAGE,MATHARDSHIP,FINSOC,MATERIALISM,SELFCONTROL,OUTLOOK
447,7863,3,66.0,52.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,3,0.242,1.0,4.0,0,2.0,2.0,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,2.0,1,1,99.0,5.0,4.0,0.0,4.0,0,1,0,0,1,0,1,1,0,0,6.0,4.0,0.0,50.0,3.0,0,1,0,0,0,0,0,0,0.0,4,2,4,7,1,0,0,0,1,3,0.0,1.18761455431409,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,5.0
448,11360,3,51.0,65.0,7.0,6.0,6.0,5.0,3.0,6.0,6.0,2.0,4.0,3,0.712,1.0,6.0,0,0.0,0.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0,1,1,50.0,3.0,4.0,0.0,5.0,1,0,0,0,1,0,0,0,0,0,5.0,2.0,0.0,80.0,5.0,0,1,0,0,0,0,0,0,0.0,2,5,1,8,1,0,0,0,0,1,0.0,0.563158231354014,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,1.0,7.0,2.0,2.0,5.0
449,13898,3,45.0,42.0,5.0,4.0,6.0,4.0,3.0,4.0,6.0,6.0,3.0,3,-0.57,1.0,7.0,0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.0,1,1,50.0,4.0,3.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,6.0,3.0,0.0,50.0,5.0,1,0,0,0,0,0,0,0,0.0,3,5,2,9,1,0,0,0,0,2,0.0,0.651943387792858,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0
450,12598,2,26.0,60.0,5.0,1.0,6.0,4.0,2.0,5.0,5.0,4.0,2.0,3,0.242,3.0,4.0,0,2.0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,1,1,25.0,4.0,1.0,0.0,4.0,1,1,0,0,0,1,0,0,0,0,4.0,4.0,0.0,90.0,4.0,1,0,0,0,0,0,0,0,0.0,4,5,3,3,1,0,0,0,0,3,0.0,0.961097895210545,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0
451,9696,3,45.0,62.0,6.0,2.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,3,0.712,2.0,6.0,0,3.0,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,2.0,1,1,80.0,4.0,3.0,0.0,5.0,0,1,0,0,0,0,0,1,0,0,6.0,3.0,0.0,65.0,3.0,1,0,0,0,0,0,0,0,0.0,3,3,4,6,1,1,0,1,0,2,0.0,1.39812240552927,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0
452,8128,3,58.0,44.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,3,0.712,1.0,5.0,0,3.0,2.0,6.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,1,1,100.0,4.0,5.0,0.0,3.0,0,1,0,0,1,0,1,1,0,0,5.0,4.0,0.0,100.0,5.0,0,1,0,0,0,0,0,0,1.0,5,3,2,9,0,0,0,0,0,2,1.0,1.30036942857867,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0
453,14246,3,38.0,53.0,7.0,5.0,4.0,4.0,4.0,6.0,6.0,7.0,4.0,3,0.242,1.0,3.0,0,0.0,0.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,5.0,1,1,85.0,4.0,4.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,2.0,3.0,0.0,60.0,4.0,0,1,0,0,0,0,0,0,0.0,2,4,1,5,1,0,0,0,0,1,0.0,0.660503625024,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6.0,4.0,3.0,3.0,2.0,7.0,4.0,3.0,2.0
454,8959,3,69.0,58.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3,0.242,1.0,6.0,0,4.0,2.0,6.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.0,0,1,88.0,4.0,3.0,0.0,2.0,1,1,1,0,1,1,1,0,0,0,7.0,4.0,0.0,90.0,5.0,0,1,0,0,0,0,0,0,0.0,4,3,4,9,1,0,0,1,1,2,0.0,1.40822017681881,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,5.0,4.0,4.0,1.0,7.0,4.0,2.0,5.0
455,13247,3,59.0,49.0,4.0,4.0,5.0,4.0,2.0,6.0,5.0,2.0,3.0,2,0.242,1.0,4.0,0,2.0,2.0,7.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.0,1,1,50.0,2.0,3.0,0.0,4.0,0,1,0,0,0,0,1,0,0,0,3.0,4.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,1.0,8,3,2,6,1,0,0,0,0,2,0.0,0.274773080359525,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0
456,9697,3,62.0,57.0,5.0,6.0,6.0,4.0,2.0,3.0,6.0,4.0,4.0,3,1.267,1.0,3.0,0,3.0,1.0,7.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.0,1,1,90.0,3.0,3.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,1.0,3.0,1.0,85.0,5.0,0,0,0,0,0,0,0,1,0.0,6,5,5,9,1,0,0,0,0,4,0.0,0.478042815117411,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0,4.0,5.0,5.0,1.0,6.0,2.0,3.0,2.0
457,11929,3,69.0,55.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,2,-0.188,1.0,4.0,0,0.0,0.0,6.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,3.0,0,1,0.0,4.0,4.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,6.0,3.0,0.0,50.0,3.0,1,0,0,0,0,0,0,0,0.0,4,3,3,6,1,0,0,0,1,2,0.0,0.964994971390447,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7.0,4.0,5.0,4.0,1.0,6.0,2.0,2.0,4.0
458,11231,3,61.0,50.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,4.0,3,0.242,1.0,1.0,0,3.0,1.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4.0,1,1,90.0,4.0,4.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,6.0,4.0,1.0,90.0,5.0,0,0,0,0,0,0,0,1,0.0,6,4,1,8,1,0,0,0,0,1,0.0,0.646888631698657,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,5.0
459,11930,3,86.0,78.0,7.0,6.0,6.0,5.0,2.0,5.0,6.0,5.0,4.0,3,0.712,1.0,5.0,0,4.0,2.0,7.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0,1,0,100.0,4.0,3.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,7.0,4.0,0.0,80.0,5.0,0,1,0,0,0,0,0,0,0.0,2,5,1,8,1,0,0,0,0,1,0.0,0.562736634460862,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0
460,8002,3,72.0,63.0,4.0,6.0,6.0,5.0,3.0,6.0,6.0,2.0,4.0,3,0.242,1.0,5.0,0,4.0,1.0,7.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,0,1,100.0,4.0,5.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,6.0,3.0,0.0,75.0,5.0,1,1,0,0,0,0,0,0,0.0,2,4,2,9,1,0,0,0,0,2,0.0,1.10601209334068,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0
461,9698,3,47.0,44.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,3,1.267,2.0,2.0,0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,2.0,1,1,75.0,2.0,3.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0.0,8,2,1,3,1,0,0,0,0,1,0.0,0.616893145190339,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0
462,8960,3,80.0,64.0,6.0,6.0,5.0,4.0,2.0,5.0,6.0,5.0,4.0,3,0.712,1.0,1.0,0,3.0,1.0,7.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5.0,1,1,90.0,4.0,5.0,0.0,2.0,0,0,0,0,0,0,1,1,0,0,7.0,4.0,1.0,85.0,5.0,0,0,1,0,0,0,0,0,0.0,6,5,1,8,1,0,0,0,0,1,0.0,0.400689567546821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0
463,7394,3,64.0,57.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,2.0,4.0,2,-0.909,1.0,2.0,0,0.0,0.0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0,1,1,90.0,4.0,4.0,0.0,4.0,1,1,0,0,1,0,1,0,0,0,1.0,3.0,0.0,80.0,5.0,0,1,0,0,0,0,0,0,0.0,1,5,3,8,0,0,0,0,1,2,0.0,0.812073649889526,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,4.0,1.0,7.0,2.0,4.0,4.0
464,10136,2,55.0,46.0,4.0,6.0,6.0,4.0,3.0,2.0,5.0,3.0,3.0,3,-0.57,1.0,1.0,0,0.0,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,2.0,1,1,70.0,5.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,75.0,4.0,0,0,1,0,1,0,0,0,0.0,1,3,5,5,1,0,0,0,0,4,1.0,1.7932467710554,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0
465,11837,3,75.0,46.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,3,0.242,1.0,6.0,0,0.0,0.0,6.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,5.0,1,1,50.0,4.0,3.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,5.0,3.0,1.0,80.0,5.0,1,0,0,0,0,0,0,1,1.0,6,5,1,6,1,0,0,0,0,1,0.0,0.330219680654687,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0
466,12306,3,66.0,60.0,4.0,5.0,6.0,5.0,1.0,4.0,5.0,3.0,4.0,3,0.242,1.0,1.0,0,2.0,1.0,7.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,0,0,90.0,4.0,4.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,6.0,4.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,1.0,8,4,2,7,0,0,0,0,0,2,0.0,0.367366829818245,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,4.0
467,8003,2,84.0,72.0,7.0,6.0,6.0,5.0,1.0,6.0,6.0,6.0,4.0,3,1.267,1.0,1.0,0,1.0,1.0,7.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1,1,100.0,3.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,7.0,4.0,0.0,50.0,4.0,0,0,0,0,0,0,0,1,0.0,6,4,2,1,1,0,0,0,0,2,0.0,0.901129661017109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,4.0
468,8727,3,65.0,64.0,6.0,6.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,3,0.712,1.0,5.0,0,0.0,0.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,5.0,1,1,90.0,4.0,5.0,0.0,3.0,1,1,0,0,1,1,0,0,0,0,7.0,3.0,0.0,80.0,4.0,0,1,0,0,0,0,0,0,0.0,2,4,3,5,1,1,0,0,0,2,0.0,0.548739943332194,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.0,5.0,5.0,4.0,1.0,6.0,3.0,3.0,4.0
469,9926,3,68.0,61.0,5.0,6.0,6.0,5.0,3.0,4.0,6.0,7.0,4.0,2,0.712,1.0,1.0,0,3.0,1.0,7.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4.0,1,1,90.0,5.0,4.0,0.0,2.0,0,1,0,0,1,0,1,1,0,0,3.0,4.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,1.0,8,4,2,5,1,0,0,0,0,2,0.0,0.559817766260719,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,5.0
470,10137,2,46.0,49.0,4.0,4.0,6.0,5.0,2.0,5.0,5.0,7.0,3.0,3,-0.188,2.0,3.0,0,1.0,1.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,1,1,90.0,4.0,2.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,95.0,2.0,0,0,0,0,0,0,0,1,0.0,7,2,1,2,1,0,0,0,0,1,1.0,0.978745339251396,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,4.0,4.0,5.0,1.0,0.0,2.0,2.0,4.0
471,8961,3,67.0,67.0,6.0,6.0,6.0,5.0,2.0,4.0,5.0,2.0,4.0,3,1.267,1.0,6.0,0,3.0,3.0,5.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,1,1,10.0,3.0,5.0,0.0,4.0,0,1,0,0,1,0,0,0,0,0,7.0,4.0,0.0,85.0,4.0,1,1,0,0,0,0,0,0,0.0,2,4,3,9,1,0,0,0,0,3,0.0,1.33011826739428,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,5.0
472,12561,2,29.0,70.0,6.0,1.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,2,-0.188,3.0,3.0,0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0,1,100.0,4.0,2.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,1.0,100.0,4.0,0,0,0,0,0,0,0,1,0.0,6,3,2,2,0,0,0,0,0,2,1.0,0.966412864397729,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0
473,11623,3,52.0,42.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,2,-0.57,1.0,3.0,0,1.0,1.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,1,1,60.0,3.0,4.0,0.0,2.0,1,1,0,0,0,0,1,0,0,0,7.0,4.0,0.0,50.0,4.0,0,0,0,1,0,0,0,0,0.0,2,4,4,6,0,1,1,0,0,2,1.0,0.564469225969891,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,4.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
